Title,Doi,Publisher Name,Journal Title,License,Total Amount,Payment Year,Payment Date,Institution,Institution grid id
Is intuition allied with jumping to conclusions in decision-making? An intensive longitudinal study in patients with delusions and in non-clinical individuals.,10.1371/journal.pone.0261296,Public Library of Science,PLoS ONE,CC-BY 4.0,1190.258,2022,2022-01-24,Bayard Rustin Ed. Complex,grid.6612.3
Balancing of Coupled Piezoelectric NEMS Resonators,10.3389/fmech.2021.722538,Frontiers Media,Frontiers in Mechanical Engineering,CC-BY 4.0,963.8986,2022,2022-01-24,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
Assessment of FDA-approved drugs against Strongyloides ratti in vitro and in vivo to identify potentially active drugs against strongyloidiasis.,10.1186/s13071-021-05117-2,BioMed Central,Parasites and Vectors,UNKNOWN,2172.019,2022,2022-01-12,0013600001vMLaOAAW,NA
"Stressors, self-reported overall health, potential protective factors and the workplace well-being of nurses during the COVID-19 pandemic in Switzerland: a longitudinal mixed-methods study protocol",10.1136/bmjopen-2021-057021,BMJ Publishing Group,BMJ Open,CC-BY 4.0,1875,2023,2023-07-27,8512359a-34b7-40d5-9ddf-76dca10c3035,NA
Optogenetic activation of striatal D1R and D2R cells differentially engages downstream connected areas beyond the basal ganglia,10.1016/j.celrep.2021.110161,Cell Press,Cell Reports,CC-BY-NC-ND,5076.464,2022,2022-02-03,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Phosphoproteomic Responses of Distal TORC1 Target Kinases Reveal Discrete and Convergent Mechanisms That Orchestrate the Quiescence Program in Yeast,10.1016/j.celrep.2021.110149,Cell Press,Cell Reports,CC-BY 4.0,5076.464,2022,2022-02-03,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Lipid-Induced Adaptations of the Pancreatic Beta-Cell to Glucotoxic Conditions Sustain Insulin Secretion.,10.3390/ijms23010324,MDPI,International Journal of Molecular Sciences,CC-BY 4.0,1723.2,2022,2022-01-24,ORG1032151,grid.8591.5
"Education and Training Regimes within the Swiss Vocational Education and Training System. A Comparison of the Cantons of Geneva, Ticino, and Zurich in the Context of Educational Expansion",10.3390/educsci12010020,MDPI,Education Sciences,CC-BY 4.0,920,2022,2022-02-03,ORG63170,grid.7400.3
Metal Complexes as Antifungals? From a Crowd-Sourced Compound Library to First In Vivo Experiments,10.1021/jacsau.2c00308,American Chemical Society,JACS Au,NA,3789.314,2022,2022-08-11,ORG63170,grid.7400.3
"Predation on Dermophis sp. (Gymnophiona: Dermophiidae) by Bothrops asper (Serpentes: Viperidae) in La Gamba Field Station, Costa Rica",NA,Societas Europaea Herpetologica,Herpetology Notes,CC-BY-NC-ND,44,2022,2022-05-19,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
"Co-Lateral Effect of Octenidine, Chlorhexidine and Colistin Selective Pressures on Four Enterobacterial Species: A Comparative Genomic Analysis",10.3390/antibiotics11010050,MDPI,Antibiotics,CC-BY 4.0,1723.2,2022,2022-04-07,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Diagnosis and case finding according to key partner risk populations of people living with HIV in Nigeria: A retrospective analysis of community-led index partner testing services.,10.1016/j.eclinm.2021.101265,Elsevier,EClinicalMedicine,UNKNOWN,1748.701,2022,2022-02-10,Bayard Rustin Ed. Complex,NA
Trajectories of imitation skills in preschoolers with autism spectrum disorders.,10.1186/s11689-021-09412-y,BioMed Central,Journal of Neurodevelopmental Disorders,UNKNOWN,2505.824,2022,2022-01-24,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
Variation in Leaf Morphological Traits of European Beech and Norway Spruce Over Two Decades in Switzerland,10.3389/ffgc.2021.778351,Frontiers Media,Frontiers in Forests and Global Change,CC-BY 4.0,1147.975,2022,2022-01-12,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
Modelling how cleaner fish approach an ephemeral reward task demonstrates a role for ecologically tuned chunking in the evolution of advanced cognition.,10.1371/journal.pbio.3001519,Public Library of Science,PLoS Biology,CC-BY 4.0,3707.48,2022,2022-01-12,Bayard Rustin Ed. Complex,grid.10711.36
CRISPR\/Cas9 editing of directly reprogrammed myogenic progenitors restores dystrophin expression in a mouse model of muscular dystrophy,10.1016/j.stemcr.2021.12.003,Cell Press,Stem Cell Reports,CC-BY-NC-ND,3211.968,2022,2022-03-29,ETH Zurich,grid.5801.c
A Man and His Minnows: The Introduction of Gambusia affinis to Mandatory Palestine,10.3389/fcosc.2022.649955,Frontiers Media,Frontiers in Conservation Science,CC-BY 4.0,1144.686,2022,2022-02-17,ORG63170,grid.7400.3
Isotope tuning of the superconducting dome of strontium titanate,10.1103/PhysRevResearch.4.013019,American Physical Society,Physical Review Research,CC-BY 4.0,2319.71,2023,2023-08-28,ORG1032151,grid.8591.5
"DSP missense variant in a Scottish Highland calf with congenital ichthyosis, alopecia, acantholysis of the tongue and corneal defects.",10.1186/s12917-021-03113-3,BioMed Central,BMC Veterinary Research,UNKNOWN,2500,2022,2022-01-12,Bayard Rustin Ed. Complex,NA
Restriction of extracellular lipids renders pancreatic cancer dependent on autophagy.,10.1186/s13046-021-02231-y,Springer Nature,Journal of Experimental and Clinical Cancer Research,UNKNOWN,3175.531,2022,2022-01-24,Bayard Rustin Ed. Complex,NA
Mouse Microglial Calcitonin Receptor Knockout Impairs Hypothalamic Amylin Neuronal pSTAT3 Signaling but Lacks Major Metabolic Consequences.,10.3390/metabo12010051,MDPI,Metabolites,CC-BY 4.0,1550.88,2022,2022-02-17,ORG63170,grid.7400.3
PFOB sonosensitive microdroplets: determining their interaction radii with focused ultrasound using MR thermometry and a Gaussian convolution kernel computation,10.1080/02656736.2021.2021304,Taylor and Francis,International Journal of Hyperthermia,CC-BY 4.0,2289.52,2022,2022-03-29,ORG1032151,grid.8591.5
"The Six Components of Social Interactions: Actor, Partner, Relation, Activities, Context, and Evaluation.",10.3389/fpsyg.2021.743074,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,2426.295,2022,2022-01-24,Bayard Rustin Ed. Complex,NA
Photochemically-Mediated Inflammation and Cross-Presentation of Mycobacterium bovis BCG Proteins Stimulates Strong CD4 and CD8 T-Cell Responses in Mice.,10.3389/fimmu.2022.815609,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,2908.945,2022,2022-01-24,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
"The six components of social interactions: Actor, partner, relation, activities, context, and evaluation_2",10.3389/fpsyg.2021.743074,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,485.9869,2022,2022-03-01,ORG45610,grid.6612.3
Deep to shallow sulfide saturation at Nisyros active volcano,10.1029/2021GC010161,Geochemical Society,"Geochemistry, Geophysics, Geosystems",NA,5.038086,2022,2022-02-10,ORG1032151,grid.8591.5
Enhanced bioavailability of dissolved organic matter (DOM) in human-disturbed streams in Alpine fluvial networks,10.5194/bg-19-187-2022,Copernicus Publications,Biogeosciences,CC-BY 4.0,1363.779,2022,2022-02-03,ORG20754,grid.9851.5
EPITOPE-SPECIFIC ANTI-C1Q AUTOANTIBODIES IN SYSTEMIC LUPUS ERYTHEMATOSUS,10.3389/fimmu.2021.761395,Frontiers Media,Frontiers in Immunology,NA,2944.805,2022,2022-01-12,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Pollen Number and Ribosome Gene Expression Altered in a Genome-Editing Mutant of REDUCED POLLEN NUMBER1 Gene.,10.3389/fpls.2021.768584,Frontiers Media,Frontiers in Plant Science,CC-BY 4.0,2944.805,2022,2022-01-12,Bayard Rustin Ed. Complex,NA
Factors associated with the risk of HIV infection among HIV-exposed infants in Malawi: 2013–2020,10.1136/ bmjpo-2021-001275,BMJ Publishing Group,BMJ Paediatrics Open,CC-BY-NC,1856.895,2022,2022-01-24,ORG1032151,grid.8591.5
Cognitive Functioning Mediates the Association of Cognitive Reserve with Health-Related Quality of Life,10.3390/su14020826,MDPI,Sustainability,CC-BY 4.0,1520,2022,2022-01-12,ORG1032151,grid.8591.5
Structural basis of prokaryotic ubiquitin-like protein engagement and translocation by the mycobacterial Mpa-proteasome complex,10.1038/s41467-021-27787-3,Nature Research,Nature Communications,CC-BY 4.0,5171.25,2022,2022-09-15,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Challenging the sustainability of urban beekeeping using evidence from Swiss cities,10.1038/s42949-021-00046-6,Nature Publishing Group,npj Urban Sustainability,CC-BY 4.0,980.3325,2022,2022-01-12,Forschungsinstitut für Biologischen Landbau,grid.424520.5
Realization of a Universal Quantum Gate Set for Itinerant Microwave Photons,10.1103/physrevx.12.011008,American Physical Society,Physical Review X,CC-BY 4.0,3742.18,2022,2022-03-01,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Increased prevalence of clonal hematopoiesis of indeterminate potential amongst people living with HIV,10.1038/s41598-021-04308-2,Nature Research,Scientific Reports,CC-BY 4.0,1930.968,2022,2022-02-10,862DDBE8-1F84-43A4-8F09-F8057457B7AD,grid.5333.6
From Static to Interactive Maps: Drawing Diachronic Maps of (Latin) Modality with Pygmalion,NA,Ubiquity Press,Journal of Open Humanities Data,CC-BY 4.0,549.5209,2022,2022-03-01,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Albendazole reduces endoplasmic reticulum stress induced by Echinococcus multilocularis in mice,10.1371/journal.pntd.0009192,Public Library of Science,PLoS Neglected Tropical Diseases,CC-BY 4.0,2177.11,2022,2022-06-23,ORG45610,grid.6612.3
Photo-modulated optical and electrical properties of graphene,10.1515/nanoph-2021-0582,De Gruyter,Nanophotonics,CC-BY 4.0,2356.761,2022,2022-02-03,3B01C38F-53EF-444F-BE6C-D8DADD4209F4,NA
Efficacy of drugs against clonorchiasis and opisthorchiasis: a systematic review and network meta-analysis,NA,Elsevier,The Lancet Microbe,NA,4909.21,2022,2022-03-29,ORG1191107,NA
Evaluation of an Active LF Tracking System and Data Processing Methods for Livestock Precision Farming in the Poultry Sector,10.3390/s22020659,MDPI,Sensors,CC-BY 4.0,1895.52,2022,2022-03-01,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Anticancer and Antibiotic Rhenium Tri- and Dicarbonyl Complexes: Current Research and Future Perspectives.,10.3390/molecules27020539,MDPI,Molecules,CC-BY 4.0,1238.55,2022,2022-02-17,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Operating Successfully on a New Technological Path: The Effect of External Search,10.3390/su14020957,MDPI,Sustainability,CC-BY 4.0,1637.04,2022,2022-03-01,ORG32999,grid.424060.4
Unraveling virus-induced cellular signaling cascades by label-free quantitative phosphoproteomics.,10.1016/j.xpro.2021.101089,Cell Press,STAR Protocols,UNKNOWN,1092.809,2022,2022-03-29,ORG63170,grid.7400.3
Low N2O and variable CH4 fluxes from tropical forest soils of the Congo Basin.,10.1038/s41467-022-27978-6,Nature Research,Nature Communications,CC-BY 4.0,5064.684,2022,2022-01-24,00136000017l7akAAA,grid.419367.e
Pantothenate biosynthesis is critical for chronic infection by the neurotropic parasite Toxoplasma gondii,10.1038/s41467-022-27996-4,Nature Research,Nature Communications,CC-BY 4.0,5040.514,2022,2022-01-12,ORG1032151,grid.8591.5
Spatially mapping thermal transport in graphene by an opto-thermal method,10.1038/s41699-021-00277-2,Nature Research,npj 2D Materials and Applications,CC-BY 4.0,2620.225,2022,2022-01-12,65B332DD-7921-4D4D-8A30-E8CDF81140F1,NA
The Potential of Exosomes in Allergy Immunotherapy.,10.3390/vaccines10010133,MDPI,Vaccines,CC-BY 4.0,1723.2,2022,2022-01-24,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
Moral injury related to immigration detention on Nauru: a qualitative study,10.1080/20008198.2022.2029042,Taylor and Francis,European Journal of Psychotraumatology,NA,815.2982,2022,2022-02-10,CC67BF1D-A21C-4084-BDA3-4792C505697A,grid.463210.2
The c-MET receptor tyrosine kinase contributes to neutrophil-driven pathology in cutaneous leishmaniasis,10.1371/journal.ppat.1010247,Public Library of Science,PLoS Pathogens,CC-BY 4.0,2357.627,2022,2022-01-24,ORG20754,grid.9851.5
Algorithm-aided engineering of aliphatic halogenase WelO5* for the asymmetric late-stage functionalization of soraphens,10.1038/s41467-022-27999-1,Nature Research,Nature Communications,CC-BY 4.0,4702.585,2022,2022-01-24,515AF150-92B2-47B0-A615-DBE775854A32,grid.19739.35
Bundle myelin fraction (BMF) mapping of different white matter connections using microstructure informed tractography,10.1016/j.neuroimage.2022.118922,Elsevier,NeuroImage,CC-BY 4.0,3351.406,2022,2022-03-01,ORG45610,grid.6612.3
Learning adaptive representations for entity recognition in the biomedical domain,10.1186/s13326-021-00238-0,BioMed Central,Journal of Biomedical Semantics,CC-BY 4.0,1673.016,2022,2022-05-03,Università della Svizzera italiana,grid.29078.34
Carbapenemase-producing Klebsiella pneumoniae strains in Switzerland: Human and non-human settings may share high-risk clones,10.1016/j.jgar.2022.01.016,Elsevier,Journal of Global Antimicrobial Resistance,CC-BY-NC-ND,1874.402,2022,2022-03-15,University of Bern,grid.5734.5
Injection and electroporation of plasmid DNA into human cortical organoids,10.1016/j.xpro.2022.101129,Cell Press,STAR Protocols,CC-BY 4.0,1114.025,2022,2022-02-10,ORG63170,grid.7400.3
Is the future near or far depending on the verb tense markers used? An experimental investigation into the effects of the grammaticalization of the future,10.1371/journal.pone.0262778,Public Library of Science,PLoS ONE,CC-BY 4.0,1685.134,2022,2022-06-23,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Usability Testing and Technology Acceptance of a mHealth App at the Point-of-Care During Simulated Pediatric In- and Out-of-Hospital Cardiopulmonary Resuscitations: Study Nested Within Two Multicenter Randomized Controlled Trials,10.2196/35399,JMIR Publications,JMIR Human Factors,CC-BY 4.0,1728.355,2022,2022-02-03,ORG1032151,grid.8591.5
The mammalian trafficking chaperone protein UNC93B1 maintains the ER calcium sensor STIM1 in a dimeric state primed for translocation to the ER cortex.,10.1016/j.jbc.2022.101607,American Society for Biochemistry and Molecular Biology,Journal of Biological Chemistry,UNKNOWN,2690.88,2022,2022-04-07,ORG1032151,grid.8591.5
Octet lattice-based plate for elastic wave control,10.1038/s41598-022-04900-0,Nature Research,Scientific Reports,CC-BY 4.0,1894.193,2022,2022-03-29,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
The Evolution of Finger Counting Between Kindergarten and Grade 2,10.3390/children9020132,MDPI,Children,CC-BY 4.0,1378.56,2022,2022-01-24,ORG1032151,grid.8591.5
Development of a Technology-Assisted Assessment for Sign Language Learning,NA,International Association of Online Engineering (IAOE),International Journal of Emerging Technologies in Learning,CC-BY 4.0,450.4033,2022,2022-02-03,1ED66930-D65F-48B0-A49B-BE9307F27DAC,grid.466279.8
SNX9-induced membrane tubulation regulates CD28 cluster stability and signalling.,10.7554/elife.67550,eLife Sciences Publications,eLife,CC-BY 4.0,2288.958,2022,2022-01-24,Biotechnology Institute Thurgau,grid.469411.f
An Expert-Supervised Registration Method for Multiparameter Description of the Knee Joint Using Serial Imaging,10.3390/jcm11030548,MDPI,Journal of Clinical Medicine,CC-BY 4.0,1895.52,2022,2022-02-10,83ED81A8-F065-49B2-B05B-270A03AE4547,grid.9851.5
Seasonality of density currents induced by differential cooling,10.5194/hess-26-331-2022,European Geosciences Union,Hydrology and Earth System Sciences,CC-BY 4.0,2240.494,2022,2022-02-03,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
"Xanthomonas hortorum - beyond gardens: Current taxonomy, genomics, and virulence repertoires.",10.1111/mpp.13185,Wiley Open Access,Molecular Plant Pathology,UNKNOWN,1994.654,2022,2022-01-12,Bayard Rustin Ed. Complex,NA
Biodiversity Exploitation for Online Entertainment,10.3389/fcosc.2021.788269,Frontiers Media,Frontiers in Conservation Science,CC-BY 4.0,695.8649,2022,2022-02-03,0396B61E-18C7-4581-B685-25E2F7F2F29E,NA
"Similar cost of
            <i>Hamiltonella defensa<\/i>
            in experimental and natural aphid-endosymbiont associations",10.1002/ece3.8551,Wiley Open Access,Ecology and Evolution,CC-BY 4.0,1631.99,2022,2022-01-12,FC0D52E4-0904-44B5-B64E-CC2F625D0CB3,NA
Self-testing two-qubit maximally entangled states from generalized Clauser-Horne-Shimony-Holt tests,10.1103/PhysRevResearch.4.013049,American Physical Society,Physical Review Research,CC-BY 4.0,2337.37,2022,2022-01-12,University of Geneva,grid.8591.5
Expansion microscopy of Plasmodium gametocytes reveals the molecular architecture of a bipartite microtubule organisation centre coordinating mitosis with axoneme assembly,10.1371/journal.ppat.1010223,Public Library of Science,PLoS Pathogens,NA,2357.627,2022,2022-01-24,ORG1032151,grid.8591.5
Dynamics of adolescents’ smartphone use and well-being are positive but ephemeral,10.1038/s41598-022-05291-y,Nature Research,Scientific Reports,CC-BY 4.0,2001.277,2022,2022-01-24,130C4A91-D272-4D08-843B-3D6F8C7AA6C1,grid.29078.34
Scalp HFO rates decrease after successful epilepsy surgery and are not impacted by the skull defect resulting from craniotomy.,10.1038/s41598-022-05373-x,Nature Research,Scientific Reports,CC-BY 4.0,2045.226,2022,2022-02-10,C8C070AB-3D1F-42FF-9F5C-1D5F9366A692,grid.7400.3
